Start_interval,Lactose,Whey central,Whey west
5/8/2000,0.197044335,0.175,0.171255
5/15/2000,0.197044335,0.175,0.1713
5/22/2000,0.197044335,0.175,0.1713
5/29/2000,0.197044335,0.175,0.17125
6/5/2000,0.197044335,0.1775,0.1725
6/12/2000,0.192118227,0.18,0.1725
6/19/2000,0.192118227,0.185,0.1725
6/26/2000,0.192118227,0.19,0.17375
7/3/2000,0.184729064,0.1925,0.175
7/10/2000,0.18226601,0.195,0.1775
7/17/2000,0.174876847,0.1975,0.17875
7/24/2000,0.172413793,0.1975,0.18125
7/31/2000,0.172413793,0.1975,0.18375
8/7/2000,0.172413793,0.19375,0.18375
8/14/2000,0.172413793,0.1925,0.18375
8/21/2000,0.167487685,0.19,0.18375
8/28/2000,0.167487685,0.185,0.1838
9/4/2000,0.167487685,0.18,0.1838
9/11/2000,0.167487685,0.18,0.1838
9/18/2000,0.167487685,0.18,0.1838
9/25/2000,0.162561576,0.175,0.1838
10/2/2000,0.162561576,0.175,0.1838
10/9/2000,0.162561576,0.175,0.1838
10/16/2000,0.162561576,0.175,0.1838
10/23/2000,0.162561576,0.18,0.1838
10/30/2000,0.162561576,0.1825,0.1838
11/6/2000,0.162561576,0.1875,0.1838
11/13/2000,0.162561576,0.19375,0.18625
11/20/2000,0.162561576,0.2,0.19125
11/27/2000,0.162561576,0.215,0.19
12/3/2000,0.162561576,0.225,0.195
12/11/2000,0.162561576,0.2325,0.1975
12/18/2000,0.162561576,0.2425,0.2
12/25/2000,0.162561576,0.2525,0.20375
1/4/1999,0.165024631,0.2375,0.235
1/11/1999,0.165024631,0.23,0.23
1/18/1999,0.165024631,0.2025,0.225
1/25/1999,0.165024631,0.19,0.2175
2/1/1999,0.165024631,0.185,0.2075
2/8/1999,0.165024631,0.185,0.19875
2/15/1999,0.165024631,0.185,0.195
2/22/1999,0.165024631,0.185,0.195
3/1/1999,0.165024631,0.185,0.195
3/8/1999,0.165024631,0.185,0.195
3/15/1999,0.165024631,0.185,0.195
3/22/1999,0.165024631,0.185,0.1925
3/29/1999,0.165024631,0.185,0.19
4/5/1999,0.162561576,0.1825,0.185
4/12/1999,0.162561576,0.1825,0.1825
4/19/1999,0.162561576,0.1775,0.1825
4/26/1999,0.162561576,0.17375,0.18125
5/3/1999,0.162561576,0.17375,0.17625
5/10/1999,0.162561576,0.17375,0.17375
5/17/1999,0.162561576,0.1725,0.1725
5/24/1999,0.162561576,0.1725,0.17
5/31/1999,0.162561576,0.1725,0.16875
6/7/1999,0.165024631,0.1725,0.1675
6/14/1999,0.169950739,0.1725,0.1675
6/21/1999,0.172413793,0.1725,0.1675
6/28/1999,0.172413793,0.1725,0.16875
7/5/1999,0.172413793,0.175,0.16875
7/12/1999,0.172413793,0.175,0.17
7/19/1999,0.172413793,0.175,0.1725
7/26/1999,0.177339901,0.1775,0.17375
8/2/1999,0.177339901,0.1775,0.17375
8/9/1999,0.18226601,0.185,0.17375
8/16/1999,0.184729064,0.1925,0.175
8/23/1999,0.184729064,0.19625,0.175
8/30/1999,0.187192118,0.2,0.1775
9/6/1999,0.187192118,0.2025,0.17875
9/13/1999,0.187192118,0.2025,0.1825
9/20/1999,0.187192118,0.2025,0.18625
9/27/1999,0.187192118,0.2025,0.1875
10/4/1999,0.187192118,0.2025,0.19125
10/11/1999,0.192118227,0.2,0.195
10/18/1999,0.192118227,0.19875,0.2
10/25/1999,0.192118227,0.19,0.20125
11/1/1999,0.192118227,0.1825,0.20125
11/8/1999,0.192118227,0.1825,0.20125
11/15/1999,0.192118227,0.1775,0.20125
11/22/1999,0.192118227,0.18,0.20125
11/29/1999,0.192118227,0.18,0.2025
12/6/1999,0.192118227,0.18,0.2025
12/13/1999,0.192118227,0.18125,0.2025
12/20/1999,0.192118227,0.1825,0.2
12/27/1999,0.192118227,0.1825,0.1975
1/1/1998,0.21182266,0.3325,0.29
1/5/1998,0.21182266,0.3325,0.29
1/12/1998,0.214285714,0.315,0.275
1/19/1998,0.214285714,0.295,0.25
1/26/1998,0.214285714,0.255,0.23
2/3/1998,0.214285714,0.245,0.22
2/9/1998,0.214285714,0.245,0.21375
2/16/1998,0.214285714,0.245,0.2125
2/23/1998,0.214285714,0.245,0.21375
3/2/1998,0.214285714,0.245,0.2138
3/9/1998,0.216748768,0.245,0.2138
3/16/1998,0.216748768,0.2425,0.2163
3/23/1998,0.216748768,0.24125,0.2175
3/30/1998,0.216748768,0.235,0.22125
4/6/1998,0.216748768,0.23,0.2225
4/13/1998,0.21182266,0.2225,0.2225
4/20/1998,0.21182266,0.2225,0.22625
4/27/1998,0.21182266,0.2225,0.22875
5/4/1998,0.21182266,0.2225,0.22875
5/11/1998,0.21182266,0.2225,0.22875
5/18/1998,0.206896552,0.2275,0.22875
5/25/1998,0.206896552,0.2275,0.225
6/1/1998,0.201970443,0.23,0.225
6/8/1998,0.197044335,0.24,0.225
6/15/1998,0.197044335,0.25,0.2275
6/22/1998,0.192118227,0.2575,0.22875
6/29/1998,0.192118227,0.2675,0.22875
7/6/1998,0.18226601,0.27375,0.23125
7/13/1998,0.18226601,0.27625,0.2325
7/20/1998,0.18226601,0.2775,0.235
7/27/1998,0.18226601,0.27875,0.2375
8/3/1998,0.18226601,0.28,0.2375
8/10/1998,0.18226601,0.28,0.2375
8/17/1998,0.179802956,0.28,0.2375
8/24/1998,0.179802956,0.28,0.2375
8/31/1998,0.179802956,0.28,0.23875
9/7/1998,0.179802956,0.28125,0.23875
9/14/1998,0.179802956,0.2825,0.23875
9/21/1998,0.179802956,0.28375,0.24
9/28/1998,0.179802956,0.28375,0.24125
10/5/1998,0.177339901,0.28125,0.24125
10/12/1998,0.177339901,0.265,0.24125
10/19/1998,0.172413793,0.2525,0.24125
10/26/1998,0.172413793,0.245,0.24125
11/2/1998,0.172413793,0.245,0.24125
11/9/1998,0.172413793,0.245,0.24125
11/16/1998,0.172413793,0.245,0.24125
11/23/1998,0.172413793,0.2475,0.24125
11/30/1998,0.172413793,0.2475,0.24125
12/7/1998,0.172413793,0.2475,0.24125
12/14/1998,0.172413793,0.2475,0.24125
12/21/1998,0.165024631,0.245,0.24
12/28/1998,0.165024631,0.2425,0.2375
1/1/1997,0.219211823,0.1825,0.1875
1/6/1997,0.219211823,0.1825,0.1875
1/13/1997,0.236453202,0.1825,0.19
1/20/1997,0.236453202,0.185,0.195
1/27/1997,0.236453202,0.1875,0.1975
2/3/1997,0.236453202,0.19,0.1975
2/10/1997,0.236453202,0.1975,0.20125
2/17/1997,0.236453202,0.2025,0.2025
2/24/1997,0.238916256,0.2075,0.2025
3/3/1997,0.238916256,0.21,0.20375
3/10/1997,0.238916256,0.2125,0.20375
3/17/1997,0.24137931,0.2125,0.20375
3/24/1997,0.24137931,0.2125,0.20375
3/31/1997,0.24137931,0.21,0.20375
4/7/1997,0.256157635,0.2025,0.20375
4/14/1997,0.256157635,0.18875,0.2025
4/21/1997,0.256157635,0.1775,0.19875
4/28/1997,0.256157635,0.175,0.19625
5/5/1997,0.256157635,0.175,0.19375
5/12/1997,0.256157635,0.175,0.1925
5/19/1997,0.256157635,0.175,0.1925
5/26/1997,0.253694581,0.175,0.1925
6/2/1997,0.253694581,0.1775,0.1925
6/9/1997,0.253694581,0.18,0.1925
6/16/1997,0.251231527,0.1825,0.1975
6/23/1997,0.251231527,0.19,0.2
6/30/1997,0.246305419,0.1975,0.2025
7/7/1997,0.236453202,0.2025,0.20375
7/14/1997,0.231527094,0.21,0.205
7/21/1997,0.231527094,0.215,0.2075
7/28/1997,0.229064039,0.22,0.21
8/4/1997,0.229064039,0.2225,0.215
8/11/1997,0.229064039,0.225,0.215
8/18/1997,0.226600985,0.225,0.215
8/25/1997,0.226600985,0.22625,0.215
9/1/1997,0.226600985,0.2275,0.21375
9/8/1997,0.226600985,0.23,0.21
9/15/1997,0.226600985,0.235,0.2125
9/22/1997,0.226600985,0.245,0.21375
9/29/1997,0.221674877,0.265,0.21875
10/6/1997,0.209359606,0.2875,0.235
10/13/1997,0.206896552,0.3075,0.2525
10/20/1997,0.206896552,0.31375,0.26625
10/27/1997,0.206896552,0.31375,0.2725
11/2/1997,0.206896552,0.31625,0.27625
11/10/1997,0.206896552,0.31625,0.2775
11/17/1997,0.206896552,0.32,0.2825
11/24/1997,0.206896552,0.3225,0.28625
12/1/1997,0.206896552,0.32375,0.28875
12/8/1997,0.206896552,0.32625,0.29
12/15/1997,0.206896552,0.33,0.29
12/22/1997,0.21182266,0.3325,0.29
1/1/1996,0.167487685,0.28,0.255
1/8/1996,0.167487685,0.275,0.255
1/15/1996,0.167487685,0.2625,0.2525
1/22/1996,0.167487685,0.2475,0.2525
1/29/1996,0.167487685,0.235,0.2525
2/5/1996,0.167487685,0.23,0.25
2/12/1996,0.167487685,0.225,0.25
2/19/1996,0.167487685,0.2225,0.2475
2/26/1996,0.167487685,0.2225,0.2475
3/4/1996,0.167487685,0.2225,0.2475
3/11/1996,0.167487685,0.225,0.2475
3/18/1996,0.167487685,0.22625,0.245
3/25/1996,0.167487685,0.2287,0.245
4/1/1996,0.167487685,0.23,0.245
4/8/1996,0.177339901,0.23,0.245
4/15/1996,0.177339901,0.23,0.245
4/22/1996,0.177339901,0.23,0.245
4/29/1996,0.177339901,0.2275,0.24
5/6/1996,0.179802956,0.2225,0.23
5/13/1996,0.179802956,0.2175,0.22
5/20/1996,0.179802956,0.2125,0.21
5/27/1996,0.179802956,0.2125,0.2
6/3/1996,0.179802956,0.2125,0.195
6/10/1996,0.179802956,0.2125,0.195
6/17/1996,0.179802956,0.2125,0.195
6/24/1996,0.179802956,0.2125,0.195
7/1/1996,0.179802956,0.2125,0.195
7/8/1996,0.192118227,0.2125,0.195
7/15/1996,0.192118227,0.215,0.195
7/22/1996,0.192118227,0.22,0.1975
7/29/1996,0.192118227,0.225,0.19875
8/5/1996,0.192118227,0.23,0.20375
8/12/1996,0.192118227,0.2425,0.205
8/19/1996,0.192118227,0.23625,0.204375
8/26/1996,0.192118227,0.23625,0.204375
9/2/1996,0.194581281,0.24375,0.215
9/9/1996,0.197044335,0.24375,0.215
9/16/1996,0.197044335,0.24375,0.215
9/23/1996,0.201970443,0.24375,0.215
9/30/1996,0.201970443,0.24,0.215
10/7/1996,0.21182266,0.2375,0.215
10/14/1996,0.216748768,0.225,0.215
10/21/1996,0.216748768,0.22,0.21
10/28/1996,0.216748768,0.21,0.2025
11/4/1996,0.216748768,0.1975,0.19625
11/11/1996,0.216748768,0.18625,0.18875
11/18/1996,0.216748768,0.18,0.185
11/25/1996,0.216748768,0.18,0.185
12/2/1996,0.216748768,0.18,0.185
12/9/1996,0.219211823,0.18,0.185
12/16/1996,0.219211823,0.18,0.185
12/23/1996,0.219211823,0.1825,0.1875
