,Start_interval,Lactose,Whey central,Whey west
472,2014-05-12,0.5960591133004927,0.6625,0.6725
473,2014-05-19,0.5886699507389164,0.6675,0.66625
474,2014-05-26,0.5775862068965518,0.66625,0.6625
475,2014-06-02,0.5775862068965518,0.665,0.66
476,2014-06-09,0.5726600985221676,0.665,0.66
477,2014-06-16,0.5591133004926109,0.66125,0.655
478,2014-06-23,0.5591133004926109,0.66,0.655
479,2014-06-30,0.5591133004926109,0.6575,0.6575
480,2014-07-07,0.5418719211822661,0.65875,0.6575
481,2014-07-14,0.539408866995074,0.6575,0.6575
482,2014-07-21,0.539408866995074,0.6625,0.67
483,2014-07-28,0.5381773399014779,0.65875,0.67
484,2014-08-04,0.5381773399014779,0.6575,0.67
485,2014-08-11,0.5307881773399015,0.6575,0.67
486,2014-08-18,0.5283251231527094,0.6575,0.67
487,2014-08-25,0.5233990147783252,0.6575,0.67
488,2014-09-01,0.5233990147783252,0.655,0.66
489,2014-09-08,0.4839901477832513,0.65125,0.645
490,2014-09-15,0.46428571428571436,0.65,0.6225
491,2014-09-22,0.45443349753694584,0.64,0.61
492,2014-09-29,0.45443349753694584,0.63,0.61
493,2014-10-06,0.45443349753694584,0.63,0.605
494,2014-10-13,0.41871921182266014,0.6125,0.6
495,2014-10-20,0.3990147783251232,0.61,0.5975
496,2014-10-27,0.4088669950738916,0.61,0.5975
497,2014-11-03,0.4088669950738916,0.5975,0.5975
498,2014-11-10,0.4039408866995074,0.58875,0.58875
499,2014-11-17,0.4039408866995074,0.58875,0.58875
500,2014-11-24,0.394088669950739,0.585,0.585
501,2014-12-01,0.394088669950739,0.585,0.585
502,2014-12-08,0.38916256157635476,0.5775,0.58
503,2014-12-15,0.3842364532019705,0.575,0.58
504,2014-12-22,0.3842364532019705,0.57,0.54
505,2013-01-01,0.7586206896551725,0.64,0.625
506,2013-01-07,0.7192118226600985,0.66,0.63
507,2013-01-14,0.7290640394088671,0.63,0.625
508,2013-01-21,0.7192118226600985,0.625,0.6025
509,2013-01-28,0.7192118226600985,0.6225,0.59
510,2013-02-04,0.7142857142857143,0.62,0.58625
511,2013-02-11,0.7142857142857143,0.6175,0.58
512,2013-02-18,0.7142857142857143,0.6,0.57875
513,2013-02-25,0.6995073891625616,0.59,0.57
514,2013-03-04,0.6995073891625616,0.58,0.565
515,2013-03-11,0.6847290640394089,0.57,0.5625
516,2013-03-18,0.6748768472906405,0.555,0.56125
517,2013-03-25,0.6699507389162562,0.55,0.56
518,2013-04-01,0.6600985221674878,0.535,0.56
519,2013-04-08,0.6305418719211824,0.535,0.56
520,2013-04-15,0.6354679802955666,0.54,0.5625
521,2013-04-22,0.6354679802955666,0.5425,0.565
